cellID,cx,cy,p1,p2,p3,nbr12,nbr23,nbr31,n12x,n12y,n23x,n23y,n31x,n31y
1523,-0.196210299801167,0.378015188670716,789,682,790,1522,1154,1680,0.848100660947041,0.529835133698391,-0.868625406024049,0.495469377469038,-0.0458243857389312,-0.998949511072331
1524,0.022512575992054,-0.331261584339881,1010,999,882,1712,1270,1764,0.0360283088717695,-0.999350769729948,0.778171702849107,0.628051590942115,-0.928371179019133,0.371654347434043
1525,-0.0163362458243112,-0.362942439601901,981,830,831,1635,1142,1713,-0.860792332613487,0.508956344015704,0.0251706833372164,-0.999683168158961,0.800996451281228,0.598669094771795
1526,0.384958636451837,-0.12058947606866,851,743,744,1527,928,1397,-0.49142666716915,-0.870918957650493,0.999994049181679,-0.0034498697408537,-0.464138055952971,0.885762871775622
1527,0.375652189783082,-0.135470286490875,851,850,743,1808,853,1526,-0.999997047326161,0.0024300903194351,0.45967989470996,-0.888084677493898,0.49142666716915,0.870918957650493
1528,-0.385719434631516,0.273866888847894,798,690,691,1529,937,1564,0.444327962290386,0.89586419837321,-0.999804453640798,-0.0197750974719682,0.515446391383987,-0.856921827011791
1529,-0.377094728332667,0.289062887622921,798,797,690,1674,1402,1528,0.999526076010551,0.0307834919226124,-0.515143059488671,0.857104210852246,-0.444327962290386,-0.89586419837321
1530,-0.120287058095973,-0.38424066776851,827,719,720,1498,1189,1531,-0.867778977887424,0.496950345141903,-0.0366664976386845,-0.999327557886258,0.908099153767911,0.418755211222504
1531,-0.104791353618664,-0.37519971192657,827,720,828,1530,1384,1385,-0.908099153767911,-0.418755211222504,0.860320317386359,-0.509753814593119,0.0391341836282042,0.99923396443063
1532,0.147780791678445,0.254923312379125,1110,511,892,2033,1533,846,-0.672360864517377,-0.740223525609289,0.968926215553225,-0.247349931905602,-0.485083130677409,0.874468041915886
1533,0.164584203594104,0.254242539643793,892,511,654,1532,1043,1378,-0.968926215553225,0.247349931905602,0.43007267383868,-0.90279427070471,0.588187678209792,0.8087244618547
1534,0.347821972633469,-0.0879027141965084,968,852,988,1567,1575,1566,0.427637473257253,-0.903950325773575,0.549587555419088,0.835436124984113,-0.999441819474364,0.0334073268277173
1535,0.264598868981496,-0.123417486857456,1061,520,1105,1451,1236,2055,0.643230293117352,0.765672769540725,-0.994846104977882,0.101396387560589,0.172080252680857,-0.985082933887951
1536,0.273702459484524,0.385716563966466,774,666,667,1537,529,1542,0.89264228335735,-0.450765741780114,-0.0179373352529484,0.999839113059708,-0.859815670610592,-0.510604555965237
1537,0.288923073128424,0.37707838891933,774,773,666,1553,1297,1536,0.0313001719891399,-0.999510029581219,0.857140734514485,0.515082285888351,-0.89264228335735,0.450765741780114
1538,-0.0655211559042733,0.299246484594728,887,506,652,1314,1248,824,-0.85561002370326,-0.517620988116311,0.926410606949547,-0.376514790322203,-0.0250839031199694,0.999685349399634
1539,-0.118950517930194,0.347263212826352,924,787,925,1432,834,1912,0.867919128172201,0.496705533442912,-0.901443092972999,0.432897620842702,0.0026459711677431,-0.999996499412163
1540,0.181094062992464,-0.385637898877052,837,729,730,1541,597,1478,-0.873097245137616,0.487546100931086,-0.0513804496880187,-0.998679152375705,0.860261064785839,0.509853802980359
1541,0.165510226808986,-0.376080121174526,837,836,729,1479,1147,1540,0.0279979168143339,0.999607981487772,-0.866212566013646,-0.49967568530003,0.873097245137616,-0.487546100931086
1542,0.258672741409094,0.376935373259743,774,667,775,1536,821,1645,0.859815670610592,0.510604555965237,-0.859903463602854,0.510456690899253,-0.0331098351003177,-0.999451719103844
1543,0.190496516723505,0.235164522194674,873,654,512,1191,1043,533,0.613819659679777,0.789446277710272,-0.993479697143597,0.114009172277787,0.409061190312987,-0.9125069548117
1544,0.386232407293046,0.151374258361444,860,752,753,1545,823,1519,-0.480716928479336,-0.876875837660836,0.999937202379015,0.0112067523586913,-0.488308529575935,0.872671060562563
1545,0.376817253844202,0.136086569713897,860,859,752,1786,1129,1544,-0.99914248311026,0.0414040872893573,0.483824776186196,-0.875164890719673,0.480716928479336,0.876875837660836
1546,-0.356230166259307,0.135155138407584,937,802,803,1815,1513,1790,0.4640175519103,0.885826005217262,-0.999103849933911,-0.042326079989014,0.466549781051841,-0.884494941647763
1547,-0.299233116520301,0.0983737997217818,888,1115,1076,523,1704,1853,0.374017824407637,-0.92742151529139,0.603782893526933,0.797148805107456,-0.998470643182898,0.0552844888004719
1548,-0.181122826744526,-0.386064459280273,825,717,718,1549,1060,1234,-0.853430564793925,0.521206553177838,0.0293611037306639,-0.999568869857259,0.879221907356705,0.476412465857095
1549,-0.196214414579848,-0.377899985839424,825,824,717,1822,1484,1548,-0.0592058104091171,0.998245797393508,-0.870371083527824,-0.492396361642328,0.853430564793925,-0.521206553177838
1550,0.227338552391339,0.377633943722934,776,775,668,1700,821,1586,-0.0031655592276326,-0.999994989604836,0.860173076058036,0.510002234529277,-0.862127483813234,0.506691426465716
1551,0.196043257933494,0.359966830153288,920,776,777,1701,1587,1845,0.853149618411254,-0.521666300047006,-0.0392015228873946,0.999231324870927,-0.834372090275504,-0.551201610093155
1552,0.349602556499668,0.275136968983491,975,974,864,1918,1042,1812,-0.995146661397582,-0.0984028572209481,0.520644881603221,-0.853773334826269,0.521120463734225,0.853483135321036
1553,0.29006104394728,0.358708485719104,917,773,774,1583,1537,1070,0.916853703320689,-0.399223354410959,-0.0313001719891399,0.999510029581219,-0.84925758512276,-0.527978743995872
1554,0.385265919450197,0.0595449850167323,857,749,750,1514,857,1555,-0.448918371320204,-0.893572770338944,0.999995672012117,0.0029421007860537,-0.515536732518712,0.856867479499561
1555,0.376041555162975,0.0744950487025505,857,750,858,1554,1466,1830,0.515536732518712,-0.856867479499561,0.464919938980849,0.885352726509635,-0.999992440371977,-0.0038883414070927
1556,0.271188205690598,0.106221648392118,1060,515,1116,2074,2023,460,-0.43399252076113,0.900916473333349,-0.66881602881893,-0.743427951852011,0.937033528054587,-0.349239412583365
1557,0.327688780786114,0.195606441380656,1041,972,1059,1806,1848,1657,0.488544525850499,-0.872538965468885,0.479965802807236,0.877287198205699,-0.997818913058074,-0.0660107320335444
1558,0.387576675018532,-0.0303469989632679,854,746,747,1396,1298,1559,-0.519945974274404,-0.854199147644061,0.999948386121503,-0.0101599750492972,-0.516824773940754,0.856091206029526
1559,0.379128032618446,-0.0154724800730663,854,747,855,1558,1370,1659,0.516824773940754,-0.856091206029526,0.49046204380282,0.871462554323914,-0.999793585223922,-0.0203171588834927
1560,0.0899126042632766,0.385219334338319,780,672,673,1561,1227,594,0.857233832375454,-0.514927331407929,0.0146817002899671,0.999892218029821,-0.898190895651851,-0.439605635732899
1561,0.104804796222426,0.375813219642146,780,779,672,1617,1190,1560,-0.0071366741881865,-0.999974533616497,0.887471924981214,0.460861782284167,-0.857233832375454,0.514927331407929
1562,0.175491356249949,-0.272981657346651,911,659,896,1640,1192,1702,0.995341502202202,0.0964121050172813,-0.516948179897663,0.85601669335387,-0.605262021872308,-0.796026309162609
1563,0.119263016637092,-0.347250145072151,955,954,835,1861,1382,1193,-0.0017634444332892,0.999998445130656,-0.864221440418204,-0.503111619744052,0.896936274503219,-0.442159834765989
1564,-0.37700902232731,0.258800524735629,798,691,799,1528,935,1718,-0.515446391383987,0.856921827011791,-0.519127158468894,-0.854697018445725,0.999234796376014,-0.0391129353460592
1565,-0.305334610783322,0.348955968711373,987,930,793,1393,1651,1818,-0.0388307317415765,-0.999245802729445,0.914765770571,0.403984634598452,-0.866375804920907,0.499392595707676
1566,0.328638237805059,-0.085993469180417,968,988,886,1534,1450,1917,0.999441819474364,-0.0334073268277173,-0.39410148115479,0.919066930398217,-0.564228336880594,-0.825618788461696
1567,0.357014014080295,-0.104298116242342,968,851,852,1809,1397,1534,-0.511016082841916,-0.85957115067742,0.999913313440426,-0.0131668373039223,-0.427637473257253,0.903950325773575
1568,-0.387567732384349,0.0303489293545723,806,698,699,1349,1067,1569,0.52043040167322,0.853904091227025,-0.999940987595421,0.0108637620874872,0.516836373945392,-0.856084202965444
1569,-0.379127108764909,0.0154728834318983,806,699,807,1568,1278,1163,-0.516836373945392,0.856084202965444,-0.490533509613844,-0.87142232926746,0.999793585223921,0.0203171588835186
1570,0.138737633245207,-0.268016153211878,1067,896,1111,1908,347,1133,0.26123458213712,-0.965275345741123,0.541281435557596,0.84084148774945,-0.980236797978283,0.197827753081521
1571,0.149660734294737,-0.347943953215043,955,836,956,1193,1479,1572,-0.880034119316842,-0.474910464022674,0.888191323632017,-0.45947379971529,0.0658206980958213,0.997831466582498
1572,0.150187298099306,-0.328169552742326,1050,955,956,1703,1571,1698,-0.86628138177636,0.499556370780756,-0.0658206980958213,-0.997831466582498,0.931486458207476,0.363776000000127
1573,0.0438168975124112,-0.376101484334571,833,832,725,1077,1243,1620,-0.0011675242057475,0.999999318443382,-0.867798648322245,-0.496915994882519,0.884747352471629,-0.466070941268004
1574,0.323665079853801,-0.0355852541873224,1000,877,657,1710,1273,1639,0.757415660792259,0.652933010948769,-0.983339696375647,0.181777450559331,0.279758128170887,-0.960070512890757
1575,0.357893212436869,-0.0730287974178278,988,852,853,1534,1585,1319,-0.549587555419088,-0.835436124984113,0.999297980400859,-0.0374639342136426,-0.393396710359733,0.91936882059277
1576,-0.180071433517786,0.351472718925748,927,926,789,1751,1506,1680,-0.121822922325209,-0.99255185033133,0.868069589230699,0.496442532679106,-0.838580543587136,0.544777635294533
1577,-0.289049846920965,0.376499875118427,792,685,793,1462,1217,1651,0.891938091153151,0.452157540631662,-0.863385268610464,0.504545218931304,-0.0089667669785001,-0.999959797736866
1578,-0.16647568367816,-0.322125562021486,1034,951,1048,1340,884,1777,-0.742907649399357,-0.669393923234982,0.950411848169893,-0.310994081709425,-0.419635514538153,0.907692698515472
1579,-0.119248808136846,-0.346431162687088,953,952,827,1892,1688,1385,-0.0021015211896821,0.999997791801907,-0.875438208331762,-0.483330056372325,0.869773881907328,-0.493450498380392
1580,0.243221243513262,0.351275464552173,919,918,775,1690,1645,1700,-0.0230146428723362,-0.999735128028149,0.85529960918034,0.518133745799247,-0.852140063723797,0.523313779483021
1581,0.351085910526914,0.180366209098127,972,971,861,1806,1059,1440,-0.989695222159838,0.143189969041091,0.472797045800718,-0.881171353076185,0.530918131735992,0.847423115919057
1582,0.348960360358984,0.305336051342601,985,975,865,1691,1812,1832,-0.999245802729445,0.0388307317415765,0.403944333254458,-0.914783567644069,0.49910897663982,0.866539225561977
1583,0.305030923393956,0.350359163786214,916,773,917,1660,1553,1898,0.863262032045071,0.50475604407418,-0.916853703320689,0.399223354410959,0.09649399893573,-0.995333566282878
1584,0.385237589440666,-0.0901111441302489,852,744,745,1397,1365,1585,-0.508082530545586,-0.861308389692329,0.999942116495637,-0.0107593521285005,-0.455900181683437,0.890030912014301
1585,0.376476432361009,-0.0744233719576856,852,745,853,1584,1181,1575,0.455900181683437,-0.890030912014301,0.530469962514821,0.847703732957172,-0.999297980400859,0.0374639342136426
1586,0.211946901351369,0.386557173039732,776,668,669,1550,1367,1587,0.862127483813234,-0.506691426465716,0.0,1.0,-0.876768127057489,-0.480913351214232
1587,0.196304395634938,0.377258527721808,776,669,777,1586,18,1551,0.876768127057489,0.480913351214232,-0.85902528621647,0.511933157395291,0.0392015228873946,-0.999231324870927
1588,0.360838153663938,-0.349523682077747,1004,843,844,1405,1420,1729,-0.689851902703218,-0.723950517878639,0.998561844875351,-0.0536119572402896,-0.438835393936626,0.898567469380283
1589,0.35013037295172,-0.305477258797455,961,845,962,1728,1600,1732,0.499695888356641,-0.866200911543891,0.409672941493594,0.912232470923934,-0.997921646945612,-0.0644390142488045
1590,0.150564809069012,0.384816778108039,778,670,671,1591,1307,1380,0.867262534711239,-0.497851078020564,0.0157004801509054,0.999876739864985,-0.887979636617236,-0.459882773055396
1591,0.165412188565575,0.375934132247083,778,777,670,1844,18,1590,0.0340358810438911,-0.999420611555298,0.87348348050107,0.486853786358633,-0.867262534711239,0.497851078020564
1592,-0.137828545697024,0.268024264017838,1066,894,1108,1837,567,1354,-0.27236867347306,0.962192966982468,-0.551121289532623,-0.834425145968108,0.983563230376762,-0.18056403808851
1593,-0.149188509580648,0.348489341022441,925,788,926,834,1506,1785,0.884442564069595,0.466649066067854,-0.864475620574953,0.502674747159184,-0.112897749423907,-0.993606611378475
1594,0.385528466190441,0.362727778371669,867,759,762,1595,1130,2069,-0.584548868789622,-0.811358502757427,0.996560915309954,-0.082863394068707,-0.239785668834173,0.970825851026716
1595,0.376642851648294,0.349179351945689,867,866,759,1661,712,1594,-0.997337876680618,-0.0729188572194896,0.499092930013011,-0.866548467894917,0.584548868789622,0.811358502757427
1596,-0.386283030307431,-0.303455335131471,817,709,710,1597,1108,1615,0.506494150470038,0.862243396924345,-0.999833435376739,0.0182510685371742,0.469646278090342,-0.882854672908225
1597,-0.376996041906101,-0.288857998625845,817,816,709,1490,1414,1596,0.999519500426038,-0.0309962621630916,-0.454749661974857,0.890619304155122,-0.506494150470038,-0.862243396924345
1598,-0.221374984303548,0.247394984409956,979,874,902,1388,1302,1723,-0.280759196221557,-0.95977824195854,0.995074712636817,0.0991277774932762,-0.617228083324166,0.786784273582013
1599,-0.348625437739638,0.360676783879193,1006,794,795,1819,1394,1401,0.883718802459668,-0.468018245562339,-0.0729188572194797,0.997337876680619,-0.706537096507083,-0.707676007265571
1600,0.358683820219783,-0.290593512007145,962,845,846,1589,1404,1664,-0.409672941493594,-0.912232470923934,0.999693986443839,0.0247372890193249,-0.52116065931549,0.853458591369168
1601,0.319211956370772,-0.360356975521993,984,841,842,1683,1475,1826,-0.86328091928494,0.504723740672608,-0.0654222237200704,-0.997857671536137,0.888671958247884,0.458543510066244
1602,-0.133106036596257,-0.24083128037482,1109,374,531,863,898,2052,0.849343481705351,-0.52784055365672,-0.275551497394718,0.961286311295198,-0.674320251028856,-0.738439028662747
1603,-0.164408839457995,-0.254396624266414,893,531,662,2052,1061,1637,0.970459486667574,-0.241264138936785,-0.43149230402733,0.902116617497531,-0.612305451844858,-0.790621295969862
1604,0.385722354729984,-0.181177991091262,849,741,742,1627,1106,1605,-0.508708265318864,-0.860938964617279,0.998583523242116,0.0532066453496398,-0.498195304338449,0.867064841136532
1605,0.376025376981594,-0.165616886106086,849,742,850,1604,853,1313,0.498195304338449,-0.867064841136532,0.493530417386748,0.869728536449197,-0.998663436225054,-0.0516850185950253
1606,-0.0602537979182899,-0.386336868439188,829,721,722,1607,859,1500,-0.854246387487287,0.519868357822362,-0.0074121506363293,-0.999972529634162,0.905963667127467,0.423355446220964
1607,-0.0746250487144813,-0.376510973803424,829,828,721,1501,1384,1606,0.0565190913257223,0.998401518586443,-0.909538794862152,-0.415619033058766,0.854246387487287,-0.519868357822362
1608,-0.348724565149538,-0.0564468853859524,995,998,809,1655,1348,1800,0.99876944131667,0.0495943856901946,-0.56214344472837,0.827039749678891,-0.413845938403294,-0.910346933463884
1609,-0.2884268021029,-0.112158854059992,1064,1119,1075,1667,947,1928,0.999824572697647,-0.0187302917747805,-0.613946487027492,0.789347649053699,-0.347180136262222,-0.937798460749934
1610,0.386790171252042,0.211883415057854,862,754,755,1611,1232,608,-0.485897107610723,-0.874016018626394,1.0,-0.0,-0.521302700562519,0.853371838289866
1611,0.377786874099351,0.196268932470284,862,861,754,1440,1058,1610,-0.999437964780977,0.0335224485152515,0.522239958572779,-0.852798584467577,0.485897107610723,0.874016018626394
1612,-0.3500042520689,-0.274895737500094,944,816,945,1464,1490,1770,-0.524456854616415,0.851437025061664,-0.516307787706073,-0.856403099220256,0.995503032545119,0.0947296795807512
1613,-0.349978968372527,-0.360643826191752,1007,819,820,1628,1277,1636,-0.717383662371996,0.696678319572055,-0.0877654373690693,-0.996141168712254,0.887825325827449,0.460180606739771
1614,-0.387103026803348,-0.332991068666934,818,710,711,1615,1251,577,0.528605827817961,0.848867409432644,-0.999840322569205,-0.0178697891623877,0.501359753163525,-0.865238925330922
1615,-0.37829428398418,-0.318491288970935,818,817,710,1276,1596,1614,0.996629115301835,-0.0820390549231354,-0.469646278090342,0.882854672908225,-0.528605827817961,-0.848867409432644
1616,0.068063140329688,0.319559748047851,990,653,889,1473,1316,28,-0.796595237574342,0.604513049878891,-0.0691581525521271,-0.99760570865226,0.924590574937815,0.380962293063448
1617,0.104128613412442,0.357039809127279,923,779,780,1775,1561,1381,0.866413216064946,-0.499327687023259,0.0071366741881865,0.999974533616497,-0.892700432683263,-0.450650571382213
1618,-0.352648683118915,-0.211061774219903,942,814,943,1428,1429,1870,-0.525337981399722,0.850893650992217,-0.512932535761235,-0.858428921785345,0.999949220531465,0.0100775174778318
1619,-0.246927970981097,-0.221531295019502,915,978,872,1781,1301,1171,-0.802235023531453,-0.597008347529152,0.973902292321741,-0.226967673932784,-0.0876314046425526,0.996152968635025
1620,0.0592635921410046,-0.38521217121853,833,725,726,1573,831,1621,-0.884747352471629,0.466070941268004,-0.0043303260592895,-0.999990624094156,0.857505894882706,0.51447413952638
1621,0.0742780941590539,-0.376028940683522,833,726,834,1620,1259,1816,-0.857505894882706,-0.51447413952638,0.888751842251053,-0.458388659213292,-0.0102910778345096,0.99994704545641
1622,-0.304964802486676,0.0310013104014109,876,497,649,1623,954,1423,0.35207626767938,-0.935971314590868,0.623126404215618,0.782121144305225,-0.984052924370206,0.177875917533671
1623,-0.298223974528263,0.0140376172588235,876,764,497,1413,851,1622,-0.526437510105205,-0.850213824843041,0.970634292648062,-0.240559909244239,-0.35207626767938,0.935971314590868
1624,0.239568745584539,0.132168679172149,1104,514,358,2075,1110,773,0.747373778179232,0.664403819743761,-0.94028835608336,0.340378917405372,0.447672128608986,-0.894197777489242
1625,0.255340773130467,0.16296779542707,895,655,514,1144,1265,2075,0.849280809054182,0.527941386303701,-0.87454007181935,0.48495325834786,0.149106970393693,-0.98882107146845
1626,0.386734374462617,-0.212121212121212,848,740,741,1225,1351,1627,-0.501503756751638,-0.865155466932963,1.0,-7.32747196252606e-15,-0.501503756751626,0.86515546693297
1627,0.377562263061803,-0.196600620526299,848,741,849,1626,1604,1652,0.501503756751626,-0.86515546693297,0.508708265318864,0.860938964617279,-0.999038896609634,-0.0438324430188972
1628,-0.361934402383071,-0.34863090011423,1007,818,819,1629,577,1613,0.464449996114637,0.885599345702736,-0.994782535887103,-0.102018166490218,0.717383662371996,-0.696678319572055
1629,-0.353607333718657,-0.332638967187818,1007,986,818,1760,1276,1628,0.984872813620594,-0.173278795560955,-0.462279320410363,0.886734362659378,-0.464449996114637,-0.885599345702736
1630,-0.227286028019891,-0.360603991511269,949,823,824,1642,1485,1679,-0.846765256853074,0.531966728082262,-0.0454162920987423,-0.998968147846568,0.860197452301567,0.509961119158994
1631,-0.207885765679958,-0.281241680558234,1092,913,912,1948,1839,1956,0.0408627917952639,-0.999164767316531,0.753783818069266,0.657122481442326,-0.925086620421954,0.379756164816698
1632,0.0855654323270283,-0.328458257241311,991,954,891,1817,1860,1346,0.0299868765255668,-0.999550292499702,0.80447177914115,0.593990872459731,-0.93556796693369,0.353146682339735
1633,0.0566261867086688,-0.348370065871151,991,999,833,1347,1077,1816,-0.0314727492043058,0.999504610323296,-0.829996195442251,-0.557769052163518,0.914076243900076,-0.405542377979822
1634,0.0121115149111326,-0.359296654276846,1010,831,832,1713,1271,1712,-0.957429649908843,0.288666703094467,0.10572818909681,-0.994395067380319,0.791316991427975,0.611406099967426
1635,-0.0304600213125795,-0.353147921845141,1003,830,981,1662,1525,1745,-0.929991373644916,-0.367581344665425,0.860792332613487,-0.508956344015704,0.262589642040575,0.964907601738634
1636,-0.334521177470026,-0.352195798868393,946,1007,820,1760,1613,1694,-0.171045141159731,0.98526319310408,-0.887825325827449,-0.460180606739771,0.896862523403907,-0.442309409931076
1637,-0.176305521625427,-0.27165900381206,913,893,662,1468,1603,1839,0.569388885107456,-0.822068304653627,0.612305451844858,0.790621295969862,-0.992434981291913,0.122771364365312
1638,0.35994961048786,-0.0434861372210006,1000,853,854,1319,1396,213,-0.532797992461055,-0.846242458890754,0.994447358409294,-0.105235219165339,-0.347179734915928,0.937798609331292
1639,0.330527919356843,-0.0541760222471454,1000,657,988,1574,1450,1319,-0.279758128170887,0.960070512890757,-0.615381460925536,-0.788229444736209,0.997656012502691,-0.0684286542117434
1640,0.194175424624546,-0.270687600603223,911,910,659,1997,1180,1562,0.720155699950107,-0.693812487513285,0.254865710837062,0.966976457541506,-0.995341502202202,-0.0964121050172813
1641,0.276113283185946,-0.332790398319624,1037,959,960,1687,1716,1903,-0.84796888093578,0.530046014006823,0.10050934122909,-0.994936114695659,0.835740761795468,0.54912419275928
1642,-0.243346000544341,-0.351203132562408,948,823,949,1407,1630,1872,-0.854331601604363,-0.519728308349779,0.846765256853074,-0.531966728082262,0.0411265298794475,0.999153946366662
1643,-0.29083093679686,-0.358199966140961,947,821,822,1695,1491,1157,-0.916498501419376,0.400038119303696,0.0361149941351607,-0.999347640813054,0.845608539188715,0.533803520455914
1644,0.326853397241629,0.226427135136349,1042,1059,973,1829,1848,1734,-0.999774431366982,0.0212387943355519,0.574665623588712,-0.818388307018983,0.52692237797732,0.849913411817184
1645,0.25891070813781,0.35950905262627,918,774,775,1070,1542,1580,0.857969167772464,-0.513701184689918,0.0331098351003177,0.999451719103844,-0.85529960918034,-0.518133745799247
1646,0.325924786364517,0.258741827893046,1043,1042,974,1987,1734,1918,-0.996890928452252,-0.0787938878949883,0.58742769466318,-0.809276654514822,0.51398685217173,0.857798062363513
1647,0.221660674425894,0.246053524873213,976,904,873,1932,1191,1740,0.598402738900907,0.801195458097394,-0.994100912922612,0.108459093332137,0.26093343062705,-0.965356796620399
1648,0.22812231110528,-0.228923228784589,977,869,875,1274,1266,1205,0.965666079029182,0.259786496593658,-0.747784235247673,0.663941817868894,-0.221435565755864,-0.975175004918799
1649,0.243380118526587,-0.351963675292023,959,958,839,1843,1686,1458,-0.0275413868891658,0.999620664056232,-0.849221024723565,-0.528037547119008,0.847173831226413,-0.531315819155764
1650,-0.19388461943384,0.271244174651036,903,902,651,1722,1302,1446,-0.710371485261884,0.70382693393108,-0.31032431223733,-0.950630749152597,0.995341502202202,0.0964121050172849
1651,-0.290158575237863,0.357972438552876,930,792,793,1671,1577,1565,0.852862734217551,-0.522135189948889,0.0089667669785001,0.999959797736866,-0.914765770571,-0.403984634598452
1652,0.360144901364544,-0.196202931353925,965,848,849,1665,1627,1669,-0.530545448660301,-0.847656491101106,0.999038896609634,0.0438324430188972,-0.520177014467849,0.85405847201425
1653,0.268200388098732,-0.193966016230157,908,658,909,1237,1224,1797,0.130731255207098,0.991417842744408,-0.963472168773813,-0.267808476337635,0.660501194149851,-0.750824994607013
1654,-0.350124766022037,-0.0255049662684778,998,1008,808,1707,1511,1348,0.997916138454867,0.0645242637410624,-0.58283691284104,0.812589153896313,-0.404186254980098,-0.914676703149896
1655,-0.329755606364641,-0.0540111168446843,995,648,998,1374,1706,1608,0.583953033535476,-0.811787444239387,0.348891258394266,0.937163214075364,-0.99876944131667,-0.0495943856901946
1656,0.271362621381439,0.193842845535364,907,906,655,1828,1145,1144,0.706869251895542,0.707344230714181,-0.946885456008178,0.321571039119175,0.0964121050172844,-0.995341502202202
1657,0.310315708393895,0.192544653424426,1041,1059,907,1557,1849,1951,0.997818913058074,0.0660107320335444,-0.673664798322966,0.739037035269869,-0.159879076614389,-0.987136606990608
1658,0.353692500369754,-0.0025636036953948,982,855,1011,1659,1398,1711,0.570141228144903,-0.821546699810438,0.331882734069997,0.943320651118284,-0.969962422778391,-0.243254801387095
1659,0.363283923395785,-0.0157214117335147,982,854,855,213,1559,1658,-0.538778429680528,-0.842447507985503,0.999793585223922,0.0203171588834927,-0.570141228144903,0.821546699810438
1660,0.319242741100384,0.360376159488078,916,772,773,1720,1408,1583,0.877390944209941,-0.479776125936242,-0.0460403566592713,0.998939580534622,-0.863262032045071,-0.50475604407418
1661,0.360676783879193,0.348625437739638,1005,866,867,1833,1595,1409,-0.468018245562331,-0.883718802459672,0.997337876680618,0.0729188572194896,-0.707676007265574,0.70653709650708
1662,-0.0443397559273144,-0.359864497534849,1003,829,830,1663,1500,1635,-0.861049120430663,0.508521791278979,-0.107765946023391,-0.994176292655223,0.929991373644916,0.367581344665425
1663,-0.057594752503094,-0.348922420899497,1003,989,829,1457,1501,1662,0.0956481649509581,0.995415204094007,-0.929433566564133,-0.368989492186262,0.861049120430663,-0.508521791278979
1664,0.350078423312213,-0.275728676416791,963,962,846,1768,1600,1766,-0.997251078794263,0.0740964630983,0.52116065931549,-0.853458591369168,0.51734087228464,0.855779423603867
1665,0.351891531913453,-0.211723522948838,964,848,965,1709,1652,1962,0.501503756751625,-0.865155466932971,0.530545448660301,0.847656491101106,-0.999999700966086,0.0007733483936191
1666,-0.33475707686225,-0.179622910240803,1029,941,942,1975,1783,1871,0.681488096806514,0.731829197225032,-0.992650760833678,0.121014325665685,0.50087010769284,-0.865522463729141
1667,-0.270777348649841,-0.109078933196138,1064,535,1119,2008,2005,1609,0.62849482936514,-0.777813762710126,0.489348704222335,0.872088209802152,-0.999824572697647,0.0187302917747805
1668,0.325862423845865,-0.226294461509347,1058,1039,964,2048,1859,1962,-0.99933406015533,-0.0364888505363269,0.505142414505209,-0.86303600218522,0.55636143351383,0.830940404179768
1669,0.350258228436164,-0.180587128696804,966,965,849,1708,1652,1313,-0.99330993993035,-0.115478843237906,0.520177014467849,-0.85405847201425,0.479106953839714,0.877756530469828
1670,-0.269573392059842,0.194307153862367,901,650,900,1715,1714,1850,-0.133325101455557,-0.991072357258473,0.959516641223419,0.281651939839456,-0.711609500098106,0.702575205490575
1671,-0.275075332669388,0.349601369016759,929,792,930,1463,1651,1960,0.84894255149825,0.528485140997968,-0.852862734217551,0.522135189948889,0.100490498389309,-0.994938018036032
1672,-0.0225191983356988,0.332079363951098,1009,996,879,1677,1503,1249,-0.0786634931083887,0.996901226226544,-0.786846834721972,-0.61714832794719,0.940870820209388,-0.33876555267399
1673,0.0079649030553564,0.336509929912935,983,1009,880,997,1249,1789,-0.256689910923602,0.966493812515131,-0.69974936109828,-0.714388431907005,0.999902078390719,-0.0139940569500057
1674,-0.358719098065434,0.290183328214099,932,797,798,955,1529,1395,0.400855947963409,0.916141096656163,-0.999526076010551,-0.0307834919226124,0.520838313157127,-0.853655347050342
1675,-0.360377663898911,0.319263660137816,931,796,797,1391,1403,955,0.479776125936239,0.877390944209943,-0.998942053582486,-0.045986667463573,0.503134228874219,-0.864208277983464
1676,-0.0119271700701101,0.360270226970728,1009,783,784,997,1509,1677,0.945047006358842,-0.326934482384759,-0.0839143404052982,0.996472971773115,-0.802964632193681,-0.596026676790617
1677,-0.0254189095861137,0.350129377762462,1009,784,996,1676,1376,1672,0.802964632193681,0.596026676790617,-0.921496070988671,0.388387681514801,0.0786634931083887,-0.996901226226544
1678,-0.210757215604066,-0.335106026319094,1056,949,950,1949,1679,1959,-0.83012023118961,0.557584434655155,-0.0676699574259266,-0.997707761251747,0.895850286234009,0.44435601116047
1679,-0.211346837896461,-0.352849050491717,950,949,824,1678,1630,1822,0.0676699574259266,0.997707761251747,-0.860197452301567,-0.509961119158994,0.84081165540253,-0.541327775141141
1680,-0.19575841333547,0.361143809449326,927,789,790,1576,1523,1167,0.838580543587136,-0.544777635294533,0.0458243857389312,0.998949511072331,-0.846161844055388,-0.53292601143572
1681,-0.22567633689587,0.277187740592091,1089,1013,902,2071,1723,1722,-0.807544954906389,0.589806023880087,-0.236064544894392,-0.971737377403897,0.928121558802822,0.372277278497386
1682,0.290417089375135,-0.358531194619391,960,840,841,1716,1477,1683,-0.848259874088954,0.529580197902633,-0.0241554072771892,-0.999708215580563,0.920935379516622,0.38971531501158
